date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2022-07-21 19:00:00,None,301.62,1.56,0.0,65,Drizzle,light intensity drizzle,1832
2022-07-21 20:00:00,None,288.64,17.36,0.0,100,Rain,moderate rain,1576
2022-07-21 21:00:00,None,300.09,0.0,0.0,63,Mist,mist,1355
2022-07-21 22:00:00,None,288.86,4.47,0.0,74,Rain,light rain,1813
2022-07-21 23:00:00,None,300.34,0.0,0.0,16,Clear,sky is clear,465
2022-07-22 00:00:00,None,299.11,0.66,0.0,79,Drizzle,light intensity drizzle,325
2022-07-22 01:00:00,None,299.91,1.89,0.0,74,Rain,light rain,104
2022-07-22 02:00:00,None,288.26,0.0,2.39,74,Snow,light snow,300
2022-07-22 03:00:00,None,290.81,0.0,0.0,37,Fog,fog,552
2022-07-22 04:00:00,None,302.85,1.18,0.0,68,Drizzle,light intensity drizzle,525
2022-07-22 05:00:00,None,294.53,0.0,0.0,95,Clouds,overcast clouds,392
2022-07-22 06:00:00,None,292.99,0.68,0.0,75,Drizzle,light intensity drizzle,5556
2022-07-22 07:00:00,None,297.17,0.0,1.38,78,Snow,light snow,4776
2022-07-22 08:00:00,None,299.92,7.81,0.0,82,Rain,moderate rain,3932
2022-07-22 09:00:00,None,297.05,0.0,0.0,64,Mist,mist,4118
2022-07-22 10:00:00,None,285.21,0.0,0.0,49,Fog,fog,2117
2022-07-22 11:00:00,None,296.65,0.0,1.7,71,Snow,light snow,2108
2022-07-22 12:00:00,None,297.72,0.0,0.0,51,Mist,mist,2461
2022-07-22 13:00:00,None,302.19,13.64,0.0,83,Rain,moderate rain,2265
2022-07-22 14:00:00,None,295.09,0.0,0.0,92,Clouds,overcast clouds,2458
2022-07-22 15:00:00,None,289.96,0.0,0.0,47,Fog,fog,2931
2022-07-22 16:00:00,None,298.47,0.0,0.0,89,Clouds,overcast clouds,5647
2022-07-22 17:00:00,None,301.75,9.89,0.0,84,Rain,moderate rain,6382
2022-07-22 18:00:00,None,294.82,0.49,0.0,77,Drizzle,light intensity drizzle,5998
2022-07-22 19:00:00,None,297.16,0.0,0.0,59,Mist,mist,1723
2022-07-22 20:00:00,None,304.21,0.0,0.0,61,Mist,mist,1753
2022-07-22 21:00:00,None,285.51,0.0,0.0,70,Mist,mist,1792
2022-07-22 22:00:00,None,287.68,0.0,0.0,86,Clouds,overcast clouds,1586
2022-07-22 23:00:00,None,302.95,14.36,0.0,90,Rain,moderate rain,213
2022-07-23 00:00:00,None,298.26,0.0,0.0,64,Mist,mist,984
2022-07-23 01:00:00,None,300.47,4.16,0.0,80,Rain,light rain,504
2022-07-23 02:00:00,None,286.34,1.6,0.0,71,Rain,light rain,677
2022-07-23 03:00:00,None,290.92,1.48,0.0,64,Rain,light rain,701
2022-07-23 04:00:00,None,300.3,0.0,0.81,87,Snow,light snow,299
2022-07-23 05:00:00,None,286.13,0.0,0.0,52,Mist,mist,1104
2022-07-23 06:00:00,None,288.37,0.0,1.39,75,Snow,light snow,582
2022-07-23 07:00:00,None,300.46,9.34,0.0,80,Rain,moderate rain,744
2022-07-23 08:00:00,None,288.52,0.0,0.0,86,Clouds,overcast clouds,1035
2022-07-23 09:00:00,None,301.61,2.58,0.0,78,Rain,light rain,2154
2022-07-23 10:00:00,None,285.54,1.13,0.0,69,Drizzle,light intensity drizzle,3139
2022-07-23 11:00:00,None,303.22,18.56,0.0,93,Rain,moderate rain,1232
2022-07-23 12:00:00,None,303.0,0.0,0.0,81,Clouds,overcast clouds,3138
2022-07-23 13:00:00,None,291.05,8.93,0.0,91,Rain,moderate rain,1999
2022-07-23 14:00:00,None,289.29,0.0,0.0,43,Fog,fog,1843
2022-07-23 15:00:00,None,288.71,9.36,0.0,83,Rain,moderate rain,1453
2022-07-23 16:00:00,None,288.31,0.0,0.0,91,Clouds,overcast clouds,1671
2022-07-23 17:00:00,None,304.88,0.0,0.0,9,Clear,sky is clear,2647
2022-07-23 18:00:00,None,285.69,0.0,0.0,2,Clear,sky is clear,2684
2022-07-23 19:00:00,None,292.6,0.0,0.0,36,Fog,fog,337
2022-07-23 20:00:00,None,287.15,0.0,0.0,6,Clear,sky is clear,496
2022-07-23 21:00:00,None,291.42,6.41,0.0,87,Rain,moderate rain,932
2022-07-23 22:00:00,None,302.25,0.0,0.0,32,Fog,fog,493
2022-07-23 23:00:00,None,302.17,15.36,0.0,82,Rain,moderate rain,762
2022-07-24 00:00:00,None,295.12,0.75,0.0,65,Drizzle,light intensity drizzle,414
2022-07-24 01:00:00,None,289.78,16.73,0.0,87,Rain,moderate rain,544
2022-07-24 02:00:00,None,290.27,0.0,0.0,52,Mist,mist,562
2022-07-24 03:00:00,None,302.89,1.32,0.0,80,Drizzle,light intensity drizzle,764
2022-07-24 04:00:00,None,291.94,2.59,0.0,74,Rain,light rain,379
2022-07-24 05:00:00,None,301.51,6.77,0.0,86,Rain,moderate rain,855
2022-07-24 06:00:00,None,297.85,0.0,0.0,76,Clouds,overcast clouds,623
2022-07-24 07:00:00,None,300.41,1.57,0.0,71,Drizzle,light intensity drizzle,1077
2022-07-24 08:00:00,None,302.14,0.0,0.0,43,Fog,fog,578
2022-07-24 09:00:00,None,285.45,0.0,0.0,69,Mist,mist,3266
2022-07-24 10:00:00,None,301.75,0.0,0.0,34,Fog,fog,2030
2022-07-24 11:00:00,None,298.8,0.0,0.0,10,Clear,sky is clear,2570
2022-07-24 12:00:00,None,301.38,0.0,0.0,2,Clear,sky is clear,2061
2022-07-24 13:00:00,None,298.12,0.0,0.0,39,Fog,fog,1574
2022-07-24 14:00:00,None,300.98,0.0,0.0,45,Fog,fog,1409
2022-07-24 15:00:00,None,298.92,14.35,0.0,87,Rain,moderate rain,2089
2022-07-24 16:00:00,None,299.64,0.62,0.0,75,Drizzle,light intensity drizzle,3370
2022-07-24 17:00:00,None,295.83,3.82,0.0,70,Rain,light rain,2541
2022-07-24 18:00:00,None,291.33,0.0,0.0,93,Clouds,overcast clouds,3455
2022-07-24 19:00:00,None,293.42,0.0,0.0,16,Clear,sky is clear,1182
2022-07-24 20:00:00,None,288.3,11.43,0.0,86,Rain,moderate rain,779
2022-07-24 21:00:00,None,288.91,7.18,0.0,80,Rain,moderate rain,279
2022-07-24 22:00:00,None,289.71,0.0,1.92,83,Snow,light snow,602
2022-07-24 23:00:00,None,290.47,0.0,0.0,38,Fog,fog,279
2022-07-25 00:00:00,None,294.82,0.0,0.0,78,Clouds,overcast clouds,568
2022-07-25 01:00:00,None,291.66,3.41,0.0,61,Rain,light rain,187
2022-07-25 02:00:00,None,295.27,0.0,0.0,8,Clear,sky is clear,359
2022-07-25 03:00:00,None,300.99,0.0,0.0,59,Mist,mist,319
2022-07-25 04:00:00,None,299.06,0.0,0.0,78,Clouds,overcast clouds,204
2022-07-25 05:00:00,None,291.14,0.0,0.0,2,Clear,sky is clear,191
2022-07-25 06:00:00,None,295.33,2.75,0.0,70,Rain,light rain,4594
2022-07-25 07:00:00,None,297.61,0.0,0.0,35,Fog,fog,4083
2022-07-25 08:00:00,None,289.94,0.0,2.87,77,Snow,light snow,4311
2022-07-25 09:00:00,None,304.77,0.0,0.0,8,Clear,sky is clear,6588
2022-07-25 10:00:00,None,298.72,0.0,2.66,81,Snow,light snow,2375
2022-07-25 11:00:00,None,293.48,0.0,0.0,2,Clear,sky is clear,2189
2022-07-25 12:00:00,None,297.02,0.0,0.0,45,Fog,fog,2287
2022-07-25 13:00:00,None,289.41,0.0,0.0,38,Fog,fog,2150
2022-07-25 14:00:00,None,286.98,1.29,0.0,77,Drizzle,light intensity drizzle,3633
2022-07-25 15:00:00,None,295.61,0.0,0.0,68,Mist,mist,5830
2022-07-25 16:00:00,None,301.75,0.43,0.0,71,Drizzle,light intensity drizzle,5559
2022-07-25 17:00:00,None,285.59,0.0,0.0,86,Clouds,overcast clouds,4635
2022-07-25 18:00:00,None,295.87,0.0,0.0,83,Clouds,overcast clouds,4578
2022-07-25 19:00:00,None,289.81,0.0,1.17,85,Snow,light snow,1185
2022-07-25 20:00:00,None,298.82,4.29,0.0,70,Rain,light rain,2210
2022-07-25 21:00:00,None,291.71,0.0,0.0,86,Clouds,overcast clouds,1522
2022-07-25 22:00:00,None,290.7,0.0,0.0,34,Fog,fog,991
2022-07-25 23:00:00,None,300.03,1.41,0.0,76,Drizzle,light intensity drizzle,545
2022-07-26 00:00:00,None,287.61,0.0,0.0,50,Mist,mist,214
2022-07-26 01:00:00,None,293.3,0.0,0.0,83,Clouds,overcast clouds,413
2022-07-26 02:00:00,None,294.22,0.0,1.47,75,Snow,light snow,229
2022-07-26 03:00:00,None,287.35,0.0,0.0,35,Fog,fog,356
2022-07-26 04:00:00,None,299.65,1.26,0.0,66,Drizzle,light intensity drizzle,154
2022-07-26 05:00:00,None,286.81,0.0,0.0,3,Clear,sky is clear,228
2022-07-26 06:00:00,None,298.66,0.0,1.51,82,Snow,light snow,3377
2022-07-26 07:00:00,None,289.79,0.0,2.5,88,Snow,light snow,3873
2022-07-26 08:00:00,None,286.8,0.0,2.34,90,Snow,light snow,3394
2022-07-26 09:00:00,None,292.01,4.2,0.0,77,Rain,light rain,4324
2022-07-26 10:00:00,None,294.67,1.26,0.0,80,Drizzle,light intensity drizzle,3175
2022-07-26 11:00:00,None,304.87,0.0,0.0,79,Clouds,overcast clouds,2849
2022-07-26 12:00:00,None,302.71,0.0,0.0,45,Fog,fog,1772
2022-07-26 13:00:00,None,291.83,4.56,0.0,62,Rain,light rain,3260
2022-07-26 14:00:00,None,304.76,1.55,0.0,81,Drizzle,light intensity drizzle,3618
2022-07-26 15:00:00,None,296.89,0.0,0.0,90,Clouds,overcast clouds,6862
2022-07-26 16:00:00,None,287.42,0.0,0.0,42,Fog,fog,3686
2022-07-26 17:00:00,None,299.25,0.0,0.0,91,Clouds,overcast clouds,5487
2022-07-26 18:00:00,None,286.21,0.84,0.0,74,Drizzle,light intensity drizzle,6504
2022-07-26 19:00:00,None,289.26,0.0,0.0,65,Mist,mist,2477
2022-07-26 20:00:00,None,298.38,0.0,2.64,85,Snow,light snow,1165
2022-07-26 21:00:00,None,294.38,0.0,0.0,80,Clouds,overcast clouds,1684
2022-07-26 22:00:00,None,303.63,1.57,0.0,77,Rain,light rain,938
2022-07-26 23:00:00,None,288.27,2.77,0.0,78,Rain,light rain,143
2022-07-27 00:00:00,None,298.32,0.0,0.0,43,Fog,fog,388
2022-07-27 01:00:00,None,301.87,17.43,0.0,91,Rain,moderate rain,461
2022-07-27 02:00:00,None,291.15,4.91,0.0,60,Rain,light rain,94
2022-07-27 03:00:00,None,304.86,0.41,0.0,83,Drizzle,light intensity drizzle,121
2022-07-27 04:00:00,None,293.94,12.31,0.0,96,Rain,moderate rain,654
2022-07-27 05:00:00,None,299.66,0.0,0.0,37,Fog,fog,163
2022-07-27 06:00:00,None,301.01,0.0,0.0,16,Clear,sky is clear,4960
2022-07-27 07:00:00,None,290.46,0.0,2.26,83,Snow,light snow,4694
2022-07-27 08:00:00,None,295.82,0.0,0.0,43,Fog,fog,3334
2022-07-27 09:00:00,None,294.5,0.0,1.36,80,Snow,light snow,3814
2022-07-27 10:00:00,None,287.66,0.87,0.0,67,Drizzle,light intensity drizzle,3583
2022-07-27 11:00:00,None,296.96,3.13,0.0,78,Rain,light rain,2235
2022-07-27 12:00:00,None,296.55,0.0,0.0,6,Clear,sky is clear,2629
2022-07-27 13:00:00,None,291.68,4.08,0.0,73,Rain,light rain,3304
2022-07-27 14:00:00,None,297.23,5.88,0.0,92,Rain,moderate rain,3165
2022-07-27 15:00:00,None,290.11,4.82,0.0,74,Rain,light rain,4525
2022-07-27 16:00:00,None,297.24,0.0,0.0,8,Clear,sky is clear,4660
2022-07-27 17:00:00,None,299.65,10.03,0.0,90,Rain,moderate rain,4575
2022-07-27 18:00:00,None,290.44,0.0,0.0,34,Fog,fog,4586
2022-07-27 19:00:00,None,289.0,0.0,0.0,6,Clear,sky is clear,1818
2022-07-27 20:00:00,None,299.47,0.0,0.0,34,Fog,fog,1422
2022-07-27 21:00:00,None,289.34,0.0,1.95,81,Snow,light snow,1699
2022-07-27 22:00:00,None,300.47,11.98,0.0,87,Rain,moderate rain,1818
2022-07-27 23:00:00,None,288.72,6.53,0.0,87,Rain,moderate rain,537
2022-07-28 00:00:00,None,299.67,0.0,0.0,9,Clear,sky is clear,245
2022-07-28 01:00:00,None,298.1,0.0,0.83,84,Snow,light snow,74
2022-07-28 02:00:00,None,288.82,15.24,0.0,97,Rain,moderate rain,520
2022-07-28 03:00:00,None,290.62,0.0,0.0,34,Fog,fog,356
2022-07-28 04:00:00,None,302.82,0.0,0.0,3,Clear,sky is clear,706
2022-07-28 05:00:00,None,295.48,0.0,0.0,53,Mist,mist,588
2022-07-28 06:00:00,None,303.99,0.0,0.0,50,Fog,fog,4576
2022-07-28 07:00:00,None,292.39,0.0,0.0,54,Mist,mist,4392
2022-07-28 08:00:00,None,292.35,11.95,0.0,93,Rain,moderate rain,4171
2022-07-28 09:00:00,None,289.13,3.61,0.0,80,Rain,light rain,5589
2022-07-28 10:00:00,None,295.59,8.95,0.0,96,Rain,moderate rain,2610
2022-07-28 11:00:00,None,301.06,0.0,0.0,19,Clear,sky is clear,2959
2022-07-28 12:00:00,None,303.27,15.17,0.0,91,Rain,moderate rain,1709
2022-07-28 13:00:00,None,286.89,0.0,0.0,63,Mist,mist,3974
2022-07-28 14:00:00,None,291.91,0.0,0.0,50,Mist,mist,2261
2022-07-28 15:00:00,None,291.63,0.0,0.0,50,Fog,fog,4660
2022-07-28 16:00:00,None,298.42,0.0,0.0,9,Clear,sky is clear,6524
2022-07-28 17:00:00,None,293.35,0.0,0.0,93,Clouds,overcast clouds,6678
2022-07-28 18:00:00,None,293.57,3.35,0.0,79,Rain,light rain,4540
2022-07-28 19:00:00,None,285.02,0.0,0.0,65,Mist,mist,1780
2022-07-28 20:00:00,None,288.38,0.0,0.0,87,Clouds,overcast clouds,1495
2022-07-28 21:00:00,None,303.15,0.75,0.0,78,Drizzle,light intensity drizzle,1466
2022-07-28 22:00:00,None,296.93,0.0,2.81,79,Snow,light snow,659
2022-07-28 23:00:00,None,296.26,0.0,0.0,61,Mist,mist,545
2022-07-29 00:00:00,None,300.57,0.0,0.0,66,Mist,mist,602
2022-07-29 01:00:00,None,289.34,0.0,0.0,0,Clear,sky is clear,778
2022-07-29 02:00:00,None,287.93,1.53,0.0,77,Drizzle,light intensity drizzle,326
2022-07-29 03:00:00,None,298.66,2.57,0.0,74,Rain,light rain,280
2022-07-29 04:00:00,None,301.54,4.8,0.0,76,Rain,light rain,472
2022-07-29 05:00:00,None,289.28,0.0,0.0,78,Clouds,overcast clouds,694
2022-07-29 06:00:00,None,287.48,0.0,0.0,12,Clear,sky is clear,4093
2022-07-29 07:00:00,None,299.96,19.64,0.0,93,Rain,moderate rain,4453
2022-07-29 08:00:00,None,300.11,14.97,0.0,99,Rain,moderate rain,4908
2022-07-29 09:00:00,None,290.59,1.59,0.0,84,Drizzle,light intensity drizzle,6747
2022-07-29 10:00:00,None,285.46,12.43,0.0,89,Rain,moderate rain,3644
2022-07-29 11:00:00,None,299.15,0.0,0.0,50,Mist,mist,2584
2022-07-29 12:00:00,None,292.0,1.38,0.0,78,Drizzle,light intensity drizzle,2891
2022-07-29 13:00:00,None,304.23,0.0,1.86,76,Snow,light snow,2864
2022-07-29 14:00:00,None,289.68,1.32,0.0,75,Drizzle,light intensity drizzle,2267
2022-07-29 15:00:00,None,295.02,0.0,0.0,11,Clear,sky is clear,4859
2022-07-29 16:00:00,None,296.06,1.05,0.0,79,Drizzle,light intensity drizzle,6312
2022-07-29 17:00:00,None,286.81,19.65,0.0,88,Rain,moderate rain,4801
2022-07-29 18:00:00,None,301.39,0.0,0.0,62,Mist,mist,5146
2022-07-29 19:00:00,None,299.94,0.0,0.0,18,Clear,sky is clear,2320
2022-07-29 20:00:00,None,296.83,0.0,0.0,50,Fog,fog,891
2022-07-29 21:00:00,None,289.45,10.37,0.0,99,Rain,moderate rain,1384
2022-07-29 22:00:00,None,287.24,0.0,0.0,82,Clouds,overcast clouds,2033
2022-07-29 23:00:00,None,294.04,0.0,0.0,10,Clear,sky is clear,417
2022-07-30 00:00:00,None,293.39,0.0,0.75,79,Snow,light snow,721
2022-07-30 01:00:00,None,289.24,0.0,0.0,43,Fog,fog,871
2022-07-30 02:00:00,None,287.45,0.0,0.0,78,Clouds,overcast clouds,1131
2022-07-30 03:00:00,None,291.76,15.91,0.0,92,Rain,moderate rain,859
2022-07-30 04:00:00,None,292.02,0.0,0.0,32,Fog,fog,705
2022-07-30 05:00:00,None,297.78,0.0,0.0,10,Clear,sky is clear,833
2022-07-30 06:00:00,None,297.04,8.25,0.0,97,Rain,moderate rain,657
2022-07-30 07:00:00,None,298.23,0.0,0.0,10,Clear,sky is clear,623
2022-07-30 08:00:00,None,299.98,0.0,0.0,15,Clear,sky is clear,497
2022-07-30 09:00:00,None,300.8,0.0,0.0,0,Clear,sky is clear,1640
2022-07-30 10:00:00,None,288.69,0.0,2.68,73,Snow,light snow,2553
2022-07-30 11:00:00,None,303.22,0.0,0.0,2,Clear,sky is clear,2724
2022-07-30 12:00:00,None,290.9,0.0,0.0,86,Clouds,overcast clouds,1574
2022-07-30 13:00:00,None,302.54,0.0,0.0,68,Mist,mist,1955
2022-07-30 14:00:00,None,301.67,0.0,0.0,43,Fog,fog,2393
2022-07-30 15:00:00,None,286.54,0.0,0.0,19,Clear,sky is clear,3441
2022-07-30 16:00:00,None,287.95,15.61,0.0,97,Rain,moderate rain,3045
2022-07-30 17:00:00,None,300.63,0.0,0.0,53,Mist,mist,2729
2022-07-30 18:00:00,None,293.45,4.86,0.0,64,Rain,light rain,1510
2022-07-30 19:00:00,None,290.59,0.0,0.0,68,Mist,mist,1192
2022-07-30 20:00:00,None,303.84,0.0,0.87,76,Snow,light snow,645
2022-07-30 21:00:00,None,286.46,1.0,0.0,76,Drizzle,light intensity drizzle,694
2022-07-30 22:00:00,None,288.09,0.71,0.0,77,Drizzle,light intensity drizzle,408
2022-07-30 23:00:00,None,286.37,4.64,0.0,64,Rain,light rain,835
2022-07-31 00:00:00,None,289.59,0.0,0.0,11,Clear,sky is clear,375
2022-07-31 01:00:00,None,293.59,1.21,0.0,68,Drizzle,light intensity drizzle,867
2022-07-31 02:00:00,None,293.63,0.0,0.0,79,Clouds,overcast clouds,1184
2022-07-31 03:00:00,None,298.36,18.12,0.0,99,Rain,moderate rain,436
2022-07-31 04:00:00,None,288.64,0.0,0.0,65,Mist,mist,894
2022-07-31 05:00:00,None,299.41,1.47,0.0,67,Rain,light rain,383
2022-07-31 06:00:00,None,301.32,0.0,0.0,66,Mist,mist,1017
2022-07-31 07:00:00,None,297.11,0.0,0.0,87,Clouds,overcast clouds,948
2022-07-31 08:00:00,None,287.15,0.0,0.0,39,Fog,fog,405
2022-07-31 09:00:00,None,288.27,0.0,0.0,81,Clouds,overcast clouds,3123
2022-07-31 10:00:00,None,293.44,0.0,0.0,78,Clouds,overcast clouds,3428
2022-07-31 11:00:00,None,298.78,0.0,0.0,13,Clear,sky is clear,3219
2022-07-31 12:00:00,None,285.85,0.0,0.0,78,Clouds,overcast clouds,2025
2022-07-31 13:00:00,None,285.76,9.1,0.0,88,Rain,moderate rain,1835
2022-07-31 14:00:00,None,292.05,0.0,0.0,40,Fog,fog,2644
2022-07-31 15:00:00,None,295.03,0.0,0.0,44,Fog,fog,1395
2022-07-31 16:00:00,None,293.64,15.26,0.0,91,Rain,moderate rain,2397
2022-07-31 17:00:00,None,294.74,3.53,0.0,69,Rain,light rain,1613
2022-07-31 18:00:00,None,298.16,0.0,1.77,90,Snow,light snow,1990
2022-07-31 19:00:00,None,288.58,15.12,0.0,89,Rain,moderate rain,658
2022-07-31 20:00:00,None,292.81,0.0,0.0,81,Clouds,overcast clouds,345
2022-07-31 21:00:00,None,286.91,0.0,1.93,90,Snow,light snow,447
2022-07-31 22:00:00,None,304.78,0.0,0.0,30,Fog,fog,367
2022-07-31 23:00:00,None,304.24,0.0,0.0,42,Fog,fog,243
2022-08-01 00:00:00,None,292.8,4.13,0.0,73,Rain,light rain,98
2022-08-01 01:00:00,None,291.17,2.26,0.0,77,Rain,light rain,663
2022-08-01 02:00:00,None,304.96,0.0,0.0,42,Fog,fog,332
2022-08-01 03:00:00,None,301.78,1.39,0.0,70,Drizzle,light intensity drizzle,164
2022-08-01 04:00:00,None,302.94,1.54,0.0,69,Drizzle,light intensity drizzle,430
2022-08-01 05:00:00,None,287.96,4.85,0.0,70,Rain,light rain,461
2022-08-01 06:00:00,None,285.01,0.0,0.0,69,Mist,mist,5265
2022-08-01 07:00:00,None,297.0,0.0,0.0,76,Clouds,overcast clouds,5390
2022-08-01 08:00:00,None,300.45,0.0,0.0,7,Clear,sky is clear,5353
2022-08-01 09:00:00,None,288.98,0.0,0.0,83,Clouds,overcast clouds,5521
2022-08-01 10:00:00,None,303.37,0.0,0.0,19,Clear,sky is clear,2470
2022-08-01 11:00:00,None,290.76,2.16,0.0,63,Rain,light rain,1792
2022-08-01 12:00:00,None,302.66,0.0,2.75,77,Snow,light snow,2185
2022-08-01 13:00:00,None,301.29,0.0,0.0,92,Clouds,overcast clouds,3896
2022-08-01 14:00:00,None,300.8,8.98,0.0,86,Rain,moderate rain,3144
2022-08-01 15:00:00,None,294.31,1.11,0.0,74,Drizzle,light intensity drizzle,4684
2022-08-01 16:00:00,None,300.13,0.0,0.0,91,Clouds,overcast clouds,5103
2022-08-01 17:00:00,None,289.56,12.38,0.0,96,Rain,moderate rain,4227
2022-08-01 18:00:00,None,298.06,0.0,0.0,4,Clear,sky is clear,5772
2022-08-01 19:00:00,None,288.25,0.0,0.0,49,Fog,fog,1517
2022-08-01 20:00:00,None,298.59,0.0,0.0,59,Mist,mist,1710
2022-08-01 21:00:00,None,302.34,0.0,0.0,46,Fog,fog,1733
2022-08-01 22:00:00,None,287.87,1.39,0.0,74,Drizzle,light intensity drizzle,1605
2022-08-01 23:00:00,None,299.96,3.65,0.0,63,Rain,light rain,157
2022-08-02 00:00:00,None,304.4,3.33,0.0,67,Rain,light rain,303
2022-08-02 01:00:00,None,289.61,3.17,0.0,60,Rain,light rain,318
2022-08-02 02:00:00,None,294.46,0.0,0.0,47,Fog,fog,169
2022-08-02 03:00:00,None,304.4,0.0,2.32,86,Snow,light snow,345
2022-08-02 04:00:00,None,298.3,0.0,0.0,2,Clear,sky is clear,800
2022-08-02 05:00:00,None,301.84,15.75,0.0,91,Rain,moderate rain,594
2022-08-02 06:00:00,None,292.43,2.74,0.0,80,Rain,light rain,3611
2022-08-02 07:00:00,None,290.91,0.0,0.0,82,Clouds,overcast clouds,4015
2022-08-02 08:00:00,None,297.71,0.0,0.0,83,Clouds,overcast clouds,5172
2022-08-02 09:00:00,None,292.11,0.0,0.0,44,Fog,fog,3524
2022-08-02 10:00:00,None,289.09,0.0,0.0,90,Clouds,overcast clouds,2198
2022-08-02 11:00:00,None,301.22,0.0,0.0,58,Mist,mist,3608
2022-08-02 12:00:00,None,296.61,0.6,0.0,84,Drizzle,light intensity drizzle,2957
2022-08-02 13:00:00,None,285.57,0.0,0.0,20,Clear,sky is clear,2619
2022-08-02 14:00:00,None,289.53,0.0,1.87,87,Snow,light snow,2366
2022-08-02 15:00:00,None,296.03,0.0,0.0,46,Fog,fog,4096
2022-08-02 16:00:00,None,303.65,0.0,0.0,34,Fog,fog,3439
2022-08-02 17:00:00,None,296.82,1.13,0.0,78,Drizzle,light intensity drizzle,5399
2022-08-02 18:00:00,None,295.3,1.48,0.0,66,Drizzle,light intensity drizzle,5362
2022-08-02 19:00:00,None,289.29,1.88,0.0,79,Rain,light rain,1392
2022-08-02 20:00:00,None,285.82,0.42,0.0,68,Drizzle,light intensity drizzle,1639
2022-08-02 21:00:00,None,299.64,16.96,0.0,89,Rain,moderate rain,1690
2022-08-02 22:00:00,None,302.17,0.0,0.79,82,Snow,light snow,1256
2022-08-02 23:00:00,None,304.96,0.0,0.0,64,Mist,mist,486
2022-08-03 00:00:00,None,304.25,1.86,0.0,64,Rain,light rain,207
2022-08-03 01:00:00,None,288.62,1.7,0.0,66,Rain,light rain,530
2022-08-03 02:00:00,None,304.17,3.05,0.0,74,Rain,light rain,203
2022-08-03 03:00:00,None,299.17,13.98,0.0,80,Rain,moderate rain,368
2022-08-03 04:00:00,None,292.2,0.0,0.0,31,Fog,fog,357
2022-08-03 05:00:00,None,304.33,0.0,0.0,7,Clear,sky is clear,196
2022-08-03 06:00:00,None,288.63,0.0,1.35,80,Snow,light snow,4924
2022-08-03 07:00:00,None,290.54,0.0,0.0,84,Clouds,overcast clouds,5773
2022-08-03 08:00:00,None,292.03,4.88,0.0,60,Rain,light rain,5102
2022-08-03 09:00:00,None,294.35,0.0,0.0,84,Clouds,overcast clouds,6290
2022-08-03 10:00:00,None,299.21,16.84,0.0,96,Rain,moderate rain,1782
2022-08-03 11:00:00,None,293.22,0.0,0.0,67,Mist,mist,3651
2022-08-03 12:00:00,None,297.51,0.0,0.0,52,Mist,mist,3275
2022-08-03 13:00:00,None,289.93,18.82,0.0,93,Rain,moderate rain,2243
2022-08-03 14:00:00,None,292.88,0.61,0.0,78,Drizzle,light intensity drizzle,3064
2022-08-03 15:00:00,None,294.85,0.84,0.0,82,Drizzle,light intensity drizzle,6241
2022-08-03 16:00:00,None,286.44,0.0,1.33,89,Snow,light snow,3580
2022-08-03 17:00:00,None,289.4,0.0,0.0,9,Clear,sky is clear,5233
2022-08-03 18:00:00,None,293.65,1.43,0.0,84,Drizzle,light intensity drizzle,6985
2022-08-03 19:00:00,None,285.26,1.42,0.0,65,Drizzle,light intensity drizzle,1067
2022-08-03 20:00:00,None,286.88,0.0,0.0,84,Clouds,overcast clouds,2076
2022-08-03 21:00:00,None,304.34,0.0,2.44,83,Snow,light snow,1097
2022-08-03 22:00:00,None,288.13,0.0,0.0,75,Clouds,overcast clouds,1178
2022-08-03 23:00:00,None,285.05,0.0,0.0,38,Fog,fog,443
2022-08-04 00:00:00,None,285.37,0.0,0.0,82,Clouds,overcast clouds,643
2022-08-04 01:00:00,None,298.23,0.0,0.0,18,Clear,sky is clear,490
2022-08-04 02:00:00,None,294.24,10.81,0.0,81,Rain,moderate rain,629
2022-08-04 03:00:00,None,287.36,4.11,0.0,73,Rain,light rain,343
2022-08-04 04:00:00,None,288.47,0.0,0.0,68,Mist,mist,549
2022-08-04 05:00:00,None,304.62,0.0,2.15,85,Snow,light snow,157
2022-08-04 06:00:00,None,300.06,0.0,0.0,69,Mist,mist,4800
2022-08-04 07:00:00,None,288.14,0.96,0.0,75,Drizzle,light intensity drizzle,5262
2022-08-04 08:00:00,None,298.56,0.0,0.0,90,Clouds,overcast clouds,4842
2022-08-04 09:00:00,None,297.51,3.99,0.0,60,Rain,light rain,5527
2022-08-04 10:00:00,None,291.81,0.0,0.0,46,Fog,fog,2076
2022-08-04 11:00:00,None,294.49,0.0,0.0,65,Mist,mist,3765
2022-08-04 12:00:00,None,301.6,0.0,2.89,76,Snow,light snow,2635
2022-08-04 13:00:00,None,290.43,0.46,0.0,69,Drizzle,light intensity drizzle,3003
2022-08-04 14:00:00,None,292.91,1.19,0.0,76,Drizzle,light intensity drizzle,3217
2022-08-04 15:00:00,None,292.87,0.0,1.92,90,Snow,light snow,4237
2022-08-04 16:00:00,None,290.19,0.0,2.43,81,Snow,light snow,4820
2022-08-04 17:00:00,None,301.18,9.13,0.0,88,Rain,moderate rain,5211
2022-08-04 18:00:00,None,299.34,2.2,0.0,67,Rain,light rain,5519
2022-08-04 19:00:00,None,297.01,0.0,0.0,16,Clear,sky is clear,2251
